TF	file_id	exp_id	psam_id
YY1	ENCFF002CYQ	ENCSR000EWF	004
YY1	ENCFF002CYQ	ENCSR000EWF	005
YY1	ENCFF328XKC	ENCSR000BMH	001
YY1	ENCFF328XKC	ENCSR000BMH	003
YY1	ENCFF328XKC	ENCSR000BMH	004
YY1	ENCFF328XKC	ENCSR000BMH	005
YY1	ENCFF557DSM	ENCSR000EWF	001
YY1	ENCFF557DSM	ENCSR000EWF	003
YY1	ENCFF557DSM	ENCSR000EWF	004
YY1	ENCFF557DSM	ENCSR000EWF	005
YY1	ENCFF926FUM	ENCSR000BKU	001
YY1	ENCFF926FUM	ENCSR000BKU	003
YY1	ENCFF926FUM	ENCSR000BKU	004
YY1	ENCFF926FUM	ENCSR000BKU	005
ZBED1	ENCFF253FON	ENCSR286PCG	001
ZBTB33	ENCFF002CMY	ENCSR000BKF	001
ZBTB33	ENCFF002CMY	ENCSR000BKF	002
ZBTB33	ENCFF408FQC	ENCSR876GXA	001
ZBTB33	ENCFF408FQC	ENCSR876GXA	002
ZNF143	ENCFF002CYR	ENCSR000EGP	001
ZNF143	ENCFF002CYR	ENCSR000EGP	002
ZNF143	ENCFF002CYR	ENCSR000EGP	003
ZNF143	ENCFF114IWY	ENCSR000EGP	001
ZNF143	ENCFF114IWY	ENCSR000EGP	002
ZNF143	ENCFF114IWY	ENCSR000EGP	003
ZNF148	ENCFF116DIO	ENCSR018MSO	001
ZNF263	ENCFF002CYS	ENCSR000EWN	001
ZNF263	ENCFF891MVM	ENCSR000EWN	001
ZNF282	ENCFF581ZZT	ENCSR742TMU	001
ZNF384	ENCFF706SJZ	ENCSR000EFP	001
ZNF589	ENCFF602AXP	ENCSR603XLW	001
ZNF740	ENCFF545RHH	ENCSR532EMP	001
ZNF740	ENCFF545RHH	ENCSR532EMP	002
ZNF740	ENCFF545RHH	ENCSR532EMP	003
ZNF740	ENCFF545RHH	ENCSR532EMP	004
ZNF740	ENCFF898FAQ	ENCSR737UST	001
ZNF740	ENCFF898FAQ	ENCSR737UST	002
ZNF740	ENCFF898FAQ	ENCSR737UST	003
ZNF740	ENCFF898FAQ	ENCSR737UST	004
